ID,Level of Student,Graduate Level of Student,Total Men,Total Women,American Indian Alaskan Men,American Indian Alaskan Women,Asian Men,Asian Women,African American Men,African American Women,Hispanic Men,Hispanic Women,Hawaiian or Pacific Islander Men,Hawaiian or Pacific Islander Women,White Men,White Women,Mixed Race Men,Mixed Race Women,Unknown Race Men,Unknown Race Women,Non-Resident Alien Men,Non-Resident Alien Women
155140,60,2,26,39,26,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155159,1,1,0,114,0,0,0,0,0,1,0,8,0,0,0,98,0,7,0,0,0,0
155159,2,2,0,114,0,0,0,0,0,1,0,8,0,0,0,98,0,7,0,0,0,0
155159,3,2,0,114,0,0,0,0,0,1,0,8,0,0,0,98,0,7,0,0,0,0
155159,4,2,0,34,0,0,0,0,0,0,0,2,0,0,0,30,0,2,0,0,0,0
155159,5,2,0,80,0,0,0,0,0,1,0,6,0,0,0,68,0,5,0,0,0,0
155159,20,2,0,80,0,0,0,0,0,1,0,6,0,0,0,68,0,5,0,0,0,0
155159,22,2,0,114,0,0,0,0,0,1,0,8,0,0,0,98,0,7,0,0,0,0
155159,23,2,0,114,0,0,0,0,0,1,0,8,0,0,0,98,0,7,0,0,0,0
155159,24,2,0,34,0,0,0,0,0,0,0,2,0,0,0,30,0,2,0,0,0,0
155159,25,2,0,80,0,0,0,0,0,1,0,6,0,0,0,68,0,5,0,0,0,0
155159,40,2,0,80,0,0,0,0,0,1,0,6,0,0,0,68,0,5,0,0,0,0
155177,1,1,175,235,1,4,4,6,11,12,24,36,0,0,96,133,5,13,1,4,33,27
155177,2,2,175,235,1,4,4,6,11,12,24,36,0,0,96,133,5,13,1,4,33,27
155177,3,2,175,235,1,4,4,6,11,12,24,36,0,0,96,133,5,13,1,4,33,27
155177,4,2,73,66,0,3,1,0,2,2,9,10,0,0,41,38,5,3,0,1,15,9
155177,5,2,102,169,1,1,3,6,9,10,15,26,0,0,55,95,0,10,1,3,18,18
155177,19,2,13,40,0,0,0,1,3,6,2,6,0,0,7,23,0,3,1,1,0,0
155177,20,2,89,129,1,1,3,5,6,4,13,20,0,0,48,72,0,7,0,2,18,18
155177,22,2,153,215,1,4,3,6,10,11,21,35,0,0,82,123,5,10,0,3,31,23
155177,23,2,153,215,1,4,3,6,10,11,21,35,0,0,82,123,5,10,0,3,31,23
155177,24,2,70,65,0,3,1,0,2,2,9,10,0,0,38,38,5,3,0,1,15,8
155177,25,2,83,150,1,1,2,6,8,9,12,25,0,0,44,85,0,7,0,2,16,15
155177,39,2,11,31,0,0,0,1,2,5,2,5,0,0,7,19,0,1,0,0,0,0
155177,40,2,72,119,1,1,2,5,6,4,10,20,0,0,37,66,0,6,0,2,16,15
155177,42,2,22,20,0,0,1,0,1,1,3,1,0,0,14,10,0,3,1,1,2,4
155177,43,2,22,20,0,0,1,0,1,1,3,1,0,0,14,10,0,3,1,1,2,4
155177,44,2,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
155177,45,2,19,19,0,0,1,0,1,1,3,1,0,0,11,10,0,3,1,1,2,3
155177,59,2,2,9,0,0,0,0,1,1,0,1,0,0,0,4,0,2,1,1,0,0
155177,60,2,17,10,0,0,1,0,0,0,3,0,0,0,11,6,0,1,0,0,2,3
155186,1,1,1556,2201,43,38,38,23,307,125,62,76,3,4,890,1658,129,134,84,143,0,0
155186,2,2,1556,2201,43,38,38,23,307,125,62,76,3,4,890,1658,129,134,84,143,0,0
155186,3,2,911,1269,24,25,24,18,210,82,39,46,3,3,484,930,88,74,39,91,0,0
155186,4,2,379,520,8,13,9,8,89,38,17,18,2,1,204,374,36,31,14,37,0,0
155186,5,2,532,749,16,12,15,10,121,44,22,28,1,2,280,556,52,43,25,54,0,0
155186,11,2,645,932,19,13,14,5,97,43,23,30,0,1,406,728,41,60,45,52,0,0
155186,19,2,205,262,7,5,6,3,48,11,8,8,1,2,112,207,16,15,7,11,0,0
155186,20,2,327,487,9,7,9,7,73,33,14,20,0,0,168,349,36,28,18,43,0,0
155186,22,2,553,761,11,13,17,8,143,56,27,28,3,3,267,564,71,46,14,43,0,0
155186,23,2,541,736,11,13,17,7,140,52,26,27,3,2,262,552,69,43,13,40,0,0
155186,24,2,268,350,4,9,7,4,68,25,12,11,2,1,140,262,30,19,5,19,0,0
155186,25,2,273,386,7,4,10,3,72,27,14,16,1,1,122,290,39,24,8,21,0,0
155186,31,2,12,25,0,0,0,1,3,4,1,1,0,1,5,12,2,3,1,3,0,0
155186,39,2,102,131,3,3,4,2,30,6,5,5,1,1,45,101,12,9,2,4,0,0
155186,40,2,171,255,4,1,6,1,42,21,9,11,0,0,77,189,27,15,6,17,0,0
155186,42,2,1003,1440,32,25,21,15,164,69,35,48,0,1,623,1094,58,88,70,100,0,0
155186,43,2,370,533,13,12,7,11,70,30,13,19,0,1,222,378,19,31,26,51,0,0
155186,44,2,111,170,4,4,2,4,21,13,5,7,0,0,64,112,6,12,9,18,0,0
155186,45,2,259,363,9,8,5,7,49,17,8,12,0,1,158,266,13,19,17,33,0,0
155186,51,2,633,907,19,13,14,4,94,39,22,29,0,0,401,716,39,57,44,49,0,0
155186,59,2,103,131,4,2,2,1,18,5,3,3,0,1,67,106,4,6,5,7,0,0
155186,60,2,156,232,5,6,3,6,31,12,5,9,0,0,91,160,9,13,12,26,0,0
155195,1,1,3249,4464,31,31,31,57,260,203,325,545,3,5,2021,3070,98,132,460,394,20,27
155195,2,2,3249,4464,31,31,31,57,260,203,325,545,3,5,2021,3070,98,132,460,394,20,27
155195,3,2,1781,2814,23,20,22,34,215,160,186,354,2,2,1077,1916,51,69,188,235,17,24
155195,4,2,554,553,6,3,5,3,71,17,67,74,0,0,306,379,20,18,72,48,7,11
155195,5,2,1227,2261,17,17,17,31,144,143,119,280,2,2,771,1537,31,51,116,187,10,13
155195,11,2,1468,1650,8,11,9,23,45,43,139,191,1,3,944,1154,47,63,272,159,3,3
155195,19,2,215,377,3,3,2,13,34,35,12,40,1,0,135,229,3,11,25,43,0,3
155195,20,2,1012,1884,14,14,15,18,110,108,107,240,1,2,636,1308,28,40,91,144,10,10
155195,22,2,1007,1202,12,7,6,13,153,53,115,167,0,0,588,812,31,44,91,85,11,21
155195,23,2,960,1134,12,7,6,13,149,51,108,159,0,0,555,766,31,42,88,75,11,21
155195,24,2,434,419,5,3,5,2,62,17,54,57,0,0,239,281,16,17,46,31,7,11
155195,25,2,526,715,7,4,1,11,87,34,54,102,0,0,316,485,15,25,42,44,4,10
155195,31,2,47,68,0,0,0,0,4,2,7,8,0,0,33,46,0,2,3,10,0,0
155195,39,2,92,130,1,1,0,6,22,11,7,13,0,0,48,80,1,5,13,11,0,3
155195,40,2,434,585,6,3,1,5,65,23,47,89,0,0,268,405,14,20,29,33,4,7
155195,42,2,2242,3262,19,24,25,44,107,150,210,378,3,5,1433,2258,67,88,369,309,9,6
155195,43,2,821,1680,11,13,16,21,66,109,78,195,2,2,522,1150,20,27,100,160,6,3
155195,44,2,120,134,1,0,0,1,9,0,13,17,0,0,67,98,4,1,26,17,0,0
155195,45,2,701,1546,10,13,16,20,57,109,65,178,2,2,455,1052,16,26,74,143,6,3
155195,51,2,1421,1582,8,11,9,23,41,41,132,183,1,3,911,1108,47,61,269,149,3,3
155195,59,2,123,247,2,2,2,7,12,24,5,27,1,0,87,149,2,6,12,32,0,0
155195,60,2,578,1299,8,11,14,13,45,85,60,151,1,2,368,903,14,20,62,111,6,3
155201,1,1,565,568,5,14,1,7,225,31,61,50,9,1,194,361,35,44,32,50,3,10
155201,2,2,565,568,5,14,1,7,225,31,61,50,9,1,194,361,35,44,32,50,3,10
155201,3,2,399,322,4,11,1,4,218,30,52,31,8,1,82,196,24,27,7,12,3,10
155201,4,2,161,113,1,5,1,2,91,10,24,8,3,1,31,66,9,9,0,6,1,6
155201,5,2,238,209,3,6,0,2,127,20,28,23,5,0,51,130,15,18,7,6,2,4
155201,11,2,166,246,1,3,0,3,7,1,9,19,1,0,112,165,11,17,25,38,0,0
155201,19,2,85,42,1,2,0,1,45,6,9,3,3,0,16,21,7,7,3,1,1,1
155201,20,2,153,167,2,4,0,1,82,14,19,20,2,0,35,109,8,11,4,5,1,3
155201,22,2,266,202,2,6,0,2,154,22,34,19,7,1,47,114,15,15,4,13,3,10
155201,23,2,264,184,2,6,0,2,154,22,33,17,7,1,46,104,15,14,4,8,3,10
155201,24,2,113,76,1,3,0,2,67,8,17,5,3,1,17,42,7,5,0,4,1,6
155201,25,2,151,108,1,3,0,0,87,14,16,12,4,0,29,62,8,9,4,4,2,4
155201,31,2,2,18,0,0,0,0,0,0,1,2,0,0,1,10,0,1,0,5,0,0
155201,39,2,57,27,0,2,0,0,31,6,6,2,3,0,10,12,4,4,2,0,1,1
155201,40,2,94,81,1,1,0,0,56,8,10,10,1,0,19,50,4,5,2,4,1,3
155201,42,2,299,366,3,8,1,5,71,9,27,31,2,0,147,247,20,29,28,37,0,0
155201,43,2,135,138,2,5,1,2,64,8,19,14,1,0,36,92,9,13,3,4,0,0
155201,44,2,48,37,0,2,1,0,24,2,7,3,0,0,14,24,2,4,0,2,0,0
155201,45,2,87,101,2,3,0,2,40,6,12,11,1,0,22,68,7,9,3,2,0,0
155201,51,2,164,228,1,3,0,3,7,1,8,17,1,0,111,155,11,16,25,33,0,0
155201,59,2,28,15,1,0,0,1,14,0,3,1,0,0,6,9,3,3,1,1,0,0
155201,60,2,59,86,1,3,0,1,26,6,9,10,1,0,16,59,4,6,2,1,0,0
155210,1,1,11320,14623,69,91,458,653,598,929,1002,1657,61,95,7671,9445,488,771,718,655,255,327
155210,2,2,11320,14623,69,91,458,653,598,929,1002,1657,61,95,7671,9445,488,771,718,655,255,327
155210,3,2,6463,8009,39,62,270,360,434,699,749,1164,52,80,3982,4585,310,491,409,320,218,248
155210,4,2,1192,1275,7,8,50,60,89,98,156,233,13,16,729,682,63,90,55,59,30,29
155210,5,2,5271,6734,32,54,220,300,345,601,593,931,39,64,3253,3903,247,401,354,261,188,219
155210,11,2,4857,6614,30,29,188,293,164,230,253,493,9,15,3689,4860,178,280,309,335,37,79
155210,19,2,943,1427,6,14,33,37,71,154,104,172,13,30,598,840,55,97,39,62,24,21
155210,20,2,4328,5307,26,40,187,263,274,447,489,759,26,34,2655,3063,192,304,315,199,164,198
155210,22,2,3146,3782,20,30,152,167,179,268,328,487,20,36,2012,2269,159,232,154,148,122,145
155210,23,2,2442,2915,18,28,123,127,151,242,294,427,17,33,1486,1633,124,189,111,109,118,127
155210,24,2,640,705,4,6,32,33,42,53,81,143,3,4,400,365,27,51,33,34,18,16
155210,25,2,1802,2210,14,22,91,94,109,189,213,284,14,29,1086,1268,97,138,78,75,100,111
155210,31,2,704,867,2,2,29,40,28,26,34,60,3,3,526,636,35,43,43,39,4,18
155210,39,2,378,471,5,6,13,10,27,50,42,49,3,10,241,286,20,34,13,16,14,10
155210,40,2,1424,1739,9,16,78,84,82,139,171,235,11,19,845,982,77,104,65,59,86,101
155210,42,2,8174,10841,49,61,306,486,419,661,674,1170,41,59,5659,7176,329,539,564,507,133,182
155210,43,2,4021,5094,21,34,147,233,283,457,455,737,35,47,2496,2952,186,302,298,211,100,121
155210,44,2,552,570,3,2,18,27,47,45,75,90,10,12,329,317,36,39,22,25,12,13
155210,45,2,3469,4524,18,32,129,206,236,412,380,647,25,35,2167,2635,150,263,276,186,88,108
155210,51,2,4153,5747,28,27,159,253,136,204,219,433,6,12,3163,4224,143,237,266,296,33,61
155210,59,2,565,956,1,8,20,27,44,104,62,123,10,20,357,554,35,63,26,46,10,11
155210,60,2,2904,3568,17,24,109,179,192,308,318,524,15,15,1810,2081,115,200,250,140,78,97
155283,1,1,95,932,0,12,7,22,15,259,12,107,3,3,22,250,0,2,36,277,0,0
155283,2,2,95,932,0,12,7,22,15,259,12,107,3,3,22,250,0,2,36,277,0,0
155283,3,2,95,932,0,12,7,22,15,259,12,107,3,3,22,250,0,2,36,277,0,0
155283,4,2,24,256,0,3,0,2,7,72,1,33,0,1,4,56,0,1,12,88,0,0
155283,5,2,71,676,0,9,7,20,8,187,11,74,3,2,18,194,0,1,24,189,0,0
155283,20,2,71,676,0,9,7,20,8,187,11,74,3,2,18,194,0,1,24,189,0,0
155283,22,2,94,885,0,12,7,22,14,244,12,104,3,3,22,234,0,2,36,264,0,0
155283,23,2,94,885,0,12,7,22,14,244,12,104,3,3,22,234,0,2,36,264,0,0
155283,24,2,24,256,0,3,0,2,7,72,1,33,0,1,4,56,0,1,12,88,0,0
155283,25,2,70,629,0,9,7,20,7,172,11,71,3,2,18,178,0,1,24,176,0,0
155283,40,2,70,629,0,9,7,20,7,172,11,71,3,2,18,178,0,1,24,176,0,0
155283,42,2,1,47,0,0,0,0,1,15,0,3,0,0,0,16,0,0,0,13,0,0
155283,43,2,1,47,0,0,0,0,1,15,0,3,0,0,0,16,0,0,0,13,0,0
155283,45,2,1,47,0,0,0,0,1,15,0,3,0,0,0,16,0,0,0,13,0,0
155283,60,2,1,47,0,0,0,0,1,15,0,3,0,0,0,16,0,0,0,13,0,0
155292,1,1,2784,4083,16,25,79,110,408,774,592,823,9,10,1235,1587,120,266,117,155,208,333
155292,2,2,2784,4083,16,25,79,110,408,774,592,823,9,10,1235,1587,120,266,117,155,208,333
155292,3,2,1691,2601,11,17,49,56,297,556,323,497,6,5,732,978,85,177,35,57,153,258
155292,4,2,380,419,1,2,10,4,89,78,61,85,1,2,161,161,21,34,9,16,27,37
155292,5,2,1311,2182,10,15,39,52,208,478,262,412,5,3,571,817,64,143,26,41,126,221
155292,11,2,1093,1482,5,8,30,54,111,218,269,326,3,5,503,609,35,89,82,98,55,75
155292,19,2,99,152,0,1,3,2,17,35,18,18,0,0,49,62,4,13,1,4,7,17
155292,20,2,1212,2030,10,14,36,50,191,443,244,394,5,3,522,755,60,130,25,37,119,204
155292,22,2,1006,1506,8,5,28,40,140,265,229,309,2,4,422,583,50,105,25,38,102,157
155292,23,2,772,1208,5,4,20,31,113,228,172,231,2,4,321,468,43,89,14,20,82,133
155292,24,2,219,240,1,1,6,3,45,40,40,46,1,2,93,91,13,24,3,7,17,26
155292,25,2,553,968,4,3,14,28,68,188,132,185,1,2,228,377,30,65,11,13,65,107
155292,31,2,234,298,3,1,8,9,27,37,57,78,0,0,101,115,7,16,11,18,20,24
155292,39,2,55,61,0,1,1,1,6,16,15,4,0,0,26,21,2,8,0,2,5,8
155292,40,2,498,907,4,2,13,27,62,172,117,181,1,2,202,356,28,57,11,11,60,99
155292,42,2,1778,2577,8,20,51,70,268,509,363,514,7,6,813,1004,70,161,92,117,106,176
155292,43,2,919,1393,6,13,29,25,184,328,151,266,4,1,411,510,42,88,21,37,71,125
155292,44,2,161,179,0,1,4,1,44,38,21,39,0,0,68,70,8,10,6,9,10,11
155292,45,2,758,1214,6,12,25,24,140,290,130,227,4,1,343,440,34,78,15,28,61,114
155292,51,2,859,1184,2,7,22,45,84,181,212,248,3,5,402,494,28,73,71,80,35,51
155292,59,2,44,91,0,0,2,1,11,19,3,14,0,0,23,41,2,5,1,2,2,9
155292,60,2,714,1123,6,12,23,23,129,271,127,213,4,1,320,399,32,73,14,26,59,105
155308,1,1,136,82,1,2,5,3,47,27,23,5,0,1,34,31,6,7,3,4,17,2
155308,2,2,136,82,1,2,5,3,47,27,23,5,0,1,34,31,6,7,3,4,17,2
155308,3,2,136,79,1,2,5,3,47,26,23,4,0,1,34,30,6,7,3,4,17,2
155308,4,2,42,21,1,0,1,0,15,11,10,1,0,0,12,5,1,3,1,0,1,1
155308,5,2,94,58,0,2,4,3,32,15,13,3,0,1,22,25,5,4,2,4,16,1
155308,11,2,0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
155308,19,2,25,18,0,1,1,1,9,1,5,2,0,1,6,7,2,3,2,2,0,0
155308,20,2,69,40,0,1,3,2,23,14,8,1,0,0,16,18,3,1,0,2,16,1
155308,22,2,107,55,1,1,3,1,34,22,23,1,0,1,28,19,6,5,2,3,10,2
155308,23,2,107,55,1,1,3,1,34,22,23,1,0,1,28,19,6,5,2,3,10,2
155308,24,2,37,16,1,0,0,0,12,8,10,0,0,0,11,4,1,3,1,0,1,1
155308,25,2,70,39,0,1,3,1,22,14,13,1,0,1,17,15,5,2,1,3,9,1
155308,39,2,19,11,0,0,0,0,5,1,5,1,0,1,6,6,2,1,1,1,0,0
155308,40,2,51,28,0,1,3,1,17,13,8,0,0,0,11,9,3,1,0,2,9,1
155308,42,2,29,27,0,1,2,2,13,5,0,4,0,0,6,12,0,2,1,1,7,0
155308,43,2,29,24,0,1,2,2,13,4,0,3,0,0,6,11,0,2,1,1,7,0
155308,44,2,5,5,0,0,1,0,3,3,0,1,0,0,1,1,0,0,0,0,0,0
155308,45,2,24,19,0,1,1,2,10,1,0,2,0,0,5,10,0,2,1,1,7,0
155308,51,2,0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
155308,59,2,6,7,0,1,1,1,4,0,0,1,0,0,0,1,0,2,1,1,0,0
155308,60,2,18,12,0,0,0,1,6,1,0,1,0,0,5,9,0,0,0,0,7,0
155317,1,1,13836,16232,61,96,704,889,683,689,1117,1408,21,14,9234,11155,633,880,160,176,1223,925
155317,2,2,9963,10992,35,60,517,622,504,459,873,1067,17,9,6781,7613,478,664,91,87,667,411
155317,3,2,9380,10331,30,53,493,581,466,421,810,1015,16,7,6444,7234,446,628,49,32,626,360
155317,4,2,1879,2056,6,9,107,132,87,64,160,196,2,1,1292,1457,105,130,14,8,106,59
155317,5,2,7501,8275,24,44,386,449,379,357,650,819,14,6,5152,5777,341,498,35,24,520,301
155317,11,2,583,661,5,7,24,41,38,38,63,52,1,2,337,379,32,36,42,55,41,51
155317,12,4,3873,5240,26,36,187,267,179,230,244,341,4,5,2453,3542,155,216,69,89,556,514
155317,19,2,638,772,7,3,42,48,48,51,67,96,0,0,411,480,28,66,9,3,26,25
155317,20,2,6863,7503,17,41,344,401,331,306,583,723,14,6,4741,5297,313,432,26,21,494,276
155317,22,2,8023,8891,24,46,420,501,356,332,665,826,13,7,5549,6267,389,552,36,26,571,334
155317,23,2,7991,8859,24,46,418,498,352,330,662,821,13,7,5542,6259,387,550,35,26,558,322
155317,24,2,1832,2012,6,9,105,130,85,59,155,191,2,1,1267,1436,102,124,13,8,97,54
155317,25,2,6159,6847,18,37,313,368,267,271,507,630,11,6,4275,4823,285,426,22,18,461,268
155317,31,2,32,32,0,0,2,3,4,2,3,5,0,0,7,8,2,2,1,0,13,12
155317,39,2,512,545,6,3,37,31,36,37,55,63,0,0,325,331,22,55,6,3,25,22
155317,40,2,5647,6302,12,34,276,337,231,234,452,567,11,6,3950,4492,263,371,16,15,436,246
155317,42,2,1940,2101,11,14,97,121,148,127,208,241,4,2,1232,1346,89,112,55,61,96,77
155317,43,2,1389,1472,6,7,75,83,114,91,148,194,3,0,902,975,59,78,14,6,68,38
155317,44,2,47,44,0,0,2,2,2,5,5,5,0,0,25,21,3,6,1,0,9,5
155317,45,2,1342,1428,6,7,73,81,112,86,143,189,3,0,877,954,56,72,13,6,59,33
155317,51,2,551,629,5,7,22,38,34,36,60,47,1,2,330,371,30,34,41,55,28,39
155317,59,2,126,227,1,0,5,17,12,14,12,33,0,0,86,149,6,11,3,0,1,3
155317,60,2,1216,1201,5,7,68,64,100,72,131,156,3,0,791,805,50,61,10,6,58,30
155335,1,1,1144,1980,18,26,69,114,38,81,75,155,1,4,844,1457,32,59,31,61,36,23
155335,2,2,995,1603,10,19,66,110,29,58,69,134,1,3,733,1160,32,55,21,42,34,22
155335,3,2,365,662,6,14,16,39,22,30,33,76,1,2,240,451,4,9,9,20,34,21
155335,4,2,69,85,1,0,2,5,1,6,9,8,0,0,45,53,1,2,1,5,9,6
155335,5,2,296,577,5,14,14,34,21,24,24,68,1,2,195,398,3,7,8,15,25,15
155335,11,2,630,941,4,5,50,71,7,28,36,58,0,1,493,709,28,46,12,22,0,1
155335,12,4,149,377,8,7,3,4,9,23,6,21,0,1,111,297,0,4,10,19,2,1
155335,19,2,71,125,1,6,0,2,9,7,1,6,0,0,44,101,0,0,6,1,10,2
155335,20,2,225,452,4,8,14,32,12,17,23,62,1,2,151,297,3,7,2,14,15,13
155335,22,2,327,634,6,13,14,38,20,29,30,72,1,2,210,431,4,8,9,20,33,21
155335,23,2,324,619,5,13,13,37,20,29,30,72,1,2,209,417,4,8,9,20,33,21
155335,24,2,67,84,1,0,2,5,1,6,9,8,0,0,43,52,1,2,1,5,9,6
155335,25,2,257,535,4,13,11,32,19,23,21,64,1,2,166,365,3,6,8,15,24,15
155335,31,2,3,15,1,0,1,1,0,0,0,0,0,0,1,14,0,0,0,0,0,0
155335,39,2,63,119,1,6,0,2,9,7,1,6,0,0,36,95,0,0,6,1,10,2
155335,40,2,194,416,3,7,11,30,10,16,20,58,1,2,130,270,3,6,2,14,14,13
155335,42,2,668,969,4,6,52,72,9,29,39,62,0,1,523,729,28,47,12,22,1,1
155335,43,2,41,43,1,1,3,2,2,1,3,4,0,0,31,34,0,1,0,0,1,0
155335,44,2,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
155335,45,2,39,42,1,1,3,2,2,1,3,4,0,0,29,33,0,1,0,0,1,0
155335,51,2,627,926,3,5,49,70,7,28,36,58,0,1,492,695,28,46,12,22,0,1
155335,59,2,8,6,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0
155335,60,2,31,36,1,1,3,2,2,1,3,4,0,0,21,27,0,1,0,0,1,0
155353,1,1,124,28,0,0,1,0,63,13,24,4,1,0,23,8,6,1,6,2,0,0
155353,2,2,124,28,0,0,1,0,63,13,24,4,1,0,23,8,6,1,6,2,0,0
155353,3,2,124,28,0,0,1,0,63,13,24,4,1,0,23,8,6,1,6,2,0,0
155353,4,2,87,15,0,0,1,0,42,8,18,3,1,0,15,2,5,1,5,1,0,0
155353,5,2,37,13,0,0,0,0,21,5,6,1,0,0,8,6,1,0,1,1,0,0
155353,20,2,37,13,0,0,0,0,21,5,6,1,0,0,8,6,1,0,1,1,0,0
155353,22,2,124,28,0,0,1,0,63,13,24,4,1,0,23,8,6,1,6,2,0,0
155353,23,2,124,28,0,0,1,0,63,13,24,4,1,0,23,8,6,1,6,2,0,0
155353,24,2,87,15,0,0,1,0,42,8,18,3,1,0,15,2,5,1,5,1,0,0
155353,25,2,37,13,0,0,0,0,21,5,6,1,0,0,8,6,1,0,1,1,0,0
155353,40,2,37,13,0,0,0,0,21,5,6,1,0,0,8,6,1,0,1,1,0,0
155399,1,1,10924,11769,43,60,205,256,404,388,786,929,14,16,8152,9008,388,437,156,145,776,530
155399,2,2,8849,8605,37,41,159,168,310,250,661,697,9,12,6877,6813,337,358,107,89,352,177
155399,3,2,8686,8300,37,41,150,152,303,230,648,673,9,11,6765,6606,333,350,102,79,339,158
155399,4,2,1533,1557,4,3,20,20,50,33,95,122,2,0,1228,1287,77,66,27,12,30,14
155399,5,2,7153,6743,33,38,130,132,253,197,553,551,7,11,5537,5319,256,284,75,67,309,144
155399,11,2,163,305,0,0,9,16,7,20,13,24,0,1,112,207,4,8,5,10,13,19
155399,12,4,2075,3164,6,19,46,88,94,138,125,232,5,4,1275,2195,51,79,49,56,424,353
155399,19,2,696,852,5,4,18,25,39,35,83,89,1,1,503,629,22,46,8,12,17,11
155399,20,2,6457,5891,28,34,112,107,214,162,470,462,6,10,5034,4690,234,238,67,55,292,133
155399,22,2,7727,7235,33,33,133,129,236,169,554,554,6,8,6087,5832,287,310,90,63,301,137
155399,23,2,7716,7225,33,33,132,129,234,169,554,554,6,8,6083,5830,287,309,90,60,297,133
155399,24,2,1465,1502,4,3,20,19,41,29,91,118,0,0,1188,1250,68,62,27,12,26,9
155399,25,2,6251,5723,29,30,112,110,193,140,463,436,6,8,4895,4580,219,247,63,48,271,124
155399,31,2,11,10,0,0,1,0,2,0,0,0,0,0,4,2,0,1,0,3,4,4
155399,39,2,549,556,4,0,12,14,23,17,58,58,1,1,415,422,16,35,5,2,15,7
155399,40,2,5702,5167,25,30,100,96,170,123,405,378,5,7,4480,4158,203,212,58,46,256,117
155399,42,2,1122,1370,4,8,26,39,74,81,107,143,3,4,790,981,50,48,17,26,51,40
155399,43,2,970,1075,4,8,18,23,69,61,94,119,3,3,682,776,46,41,12,19,42,25
155399,44,2,68,55,0,0,0,1,9,4,4,4,2,0,40,37,9,4,0,0,4,5
155399,45,2,902,1020,4,8,18,22,60,57,90,115,1,3,642,739,37,37,12,19,38,20
155399,51,2,152,295,0,0,8,16,5,20,13,24,0,1,108,205,4,7,5,7,9,15
155399,59,2,147,296,1,4,6,11,16,18,25,31,0,0,88,207,6,11,3,10,2,4
155399,60,2,755,724,3,4,12,11,44,39,65,84,1,3,554,532,31,26,9,9,36,16
155414,1,1,524,359,2,4,1,1,95,15,111,80,2,2,274,239,31,13,0,0,8,5
155414,2,2,473,329,2,4,1,1,85,13,102,72,2,1,247,223,28,12,0,0,6,3
155414,3,2,467,323,2,4,1,1,85,12,102,72,2,1,243,218,26,12,0,0,6,3
155414,4,2,107,91,0,1,0,0,20,6,17,15,0,1,63,65,7,3,0,0,0,0
155414,5,2,360,232,2,3,1,1,65,6,85,57,2,0,180,153,19,9,0,0,6,3
155414,11,2,6,6,0,0,0,0,0,1,0,0,0,0,4,5,2,0,0,0,0,0
155414,12,4,51,30,0,0,0,0,10,2,9,8,0,1,27,16,3,1,0,0,2,2
155414,19,2,86,45,0,0,0,0,19,1,28,17,1,0,33,23,3,2,0,0,2,2
155414,20,2,274,187,2,3,1,1,46,5,57,40,1,0,147,130,16,7,0,0,4,1
155414,22,2,440,295,1,4,1,1,80,11,97,69,2,1,228,194,26,12,0,0,5,3
155414,23,2,439,295,1,4,1,1,80,11,97,69,2,1,227,194,26,12,0,0,5,3
155414,24,2,106,90,0,1,0,0,20,6,17,15,0,1,62,64,7,3,0,0,0,0
155414,25,2,333,205,1,3,1,1,60,5,80,54,2,0,165,130,19,9,0,0,5,3
155414,31,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
155414,39,2,82,39,0,0,0,0,19,1,28,16,1,0,30,18,3,2,0,0,1,2
155414,40,2,251,166,1,3,1,1,41,4,52,38,1,0,135,112,16,7,0,0,4,1
155414,42,2,33,34,1,0,0,0,5,2,5,3,0,0,19,29,2,0,0,0,1,0
155414,43,2,28,28,1,0,0,0,5,1,5,3,0,0,16,24,0,0,0,0,1,0
155414,44,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
155414,45,2,27,27,1,0,0,0,5,1,5,3,0,0,15,23,0,0,0,0,1,0
155414,51,2,5,6,0,0,0,0,0,1,0,0,0,0,3,5,2,0,0,0,0,0
155414,59,2,4,6,0,0,0,0,0,0,0,1,0,0,3,5,0,0,0,0,1,0
155414,60,2,23,21,1,0,0,0,5,1,5,2,0,0,12,18,0,0,0,0,0,0
155423,1,1,901,664,6,11,3,3,21,49,83,107,1,1,469,329,33,48,285,116,0,0
155423,2,2,901,664,6,11,3,3,21,49,83,107,1,1,469,329,33,48,285,116,0,0
155423,3,2,901,664,6,11,3,3,21,49,83,107,1,1,469,329,33,48,285,116,0,0
155423,4,2,153,93,1,3,0,1,2,4,19,16,0,0,64,51,4,3,63,15,0,0
155423,5,2,748,571,5,8,3,2,19,45,64,91,1,1,405,278,29,45,222,101,0,0
155423,20,2,748,571,5,8,3,2,19,45,64,91,1,1,405,278,29,45,222,101,0,0
155423,22,2,710,429,6,7,2,2,19,32,69,73,1,1,402,204,29,38,182,72,0,0
155423,23,2,710,429,6,7,2,2,19,32,69,73,1,1,402,204,29,38,182,72,0,0
