ID,Level of Student,Graduate Level of Student,Total Men,Total Women,American Indian Alaskan Men,American Indian Alaskan Women,Asian Men,Asian Women,African American Men,African American Women,Hispanic Men,Hispanic Women,Hawaiian or Pacific Islander Men,Hawaiian or Pacific Islander Women,White Men,White Women,Mixed Race Men,Mixed Race Women,Unknown Race Men,Unknown Race Women,Non-Resident Alien Men,Non-Resident Alien Women
100654,1,1,2560,4068,8,10,7,8,2172,3466,32,31,1,3,71,67,28,55,198,381,43,47
100654,2,2,2215,3314,7,8,4,4,1964,2998,31,29,1,3,59,43,27,53,103,155,19,21
100654,3,2,2210,3307,7,8,4,4,1961,2992,31,29,1,3,57,42,27,53,103,155,19,21
100654,4,2,677,955,2,3,1,1,597,878,8,11,0,1,16,7,11,21,39,31,3,2
100654,5,2,1533,2352,5,5,3,3,1364,2114,23,18,1,2,41,35,16,32,64,124,16,19
100654,11,2,5,7,0,0,0,0,3,6,0,0,0,0,2,1,0,0,0,0,0,0
100654,12,4,345,754,1,2,3,4,208,468,1,2,0,0,12,24,1,2,95,226,24,26
100654,19,2,105,139,1,0,0,0,90,117,2,1,0,0,9,16,2,1,1,2,0,2
100654,20,2,1428,2213,4,5,3,3,1274,1997,21,17,1,2,32,19,14,31,63,122,16,17
100654,22,2,1960,2950,7,7,3,3,1744,2690,29,27,1,3,47,31,23,47,87,123,19,19
100654,23,2,1960,2950,7,7,3,3,1744,2690,29,27,1,3,47,31,23,47,87,123,19,19
100654,24,2,653,910,2,3,0,1,582,842,8,11,0,1,15,6,11,21,32,23,3,2
100654,25,2,1307,2040,5,4,3,2,1162,1848,21,16,1,2,32,25,12,26,55,100,16,17
100654,39,2,83,107,1,0,0,0,72,93,2,1,0,0,7,10,0,1,1,0,0,2
100654,40,2,1224,1933,4,4,3,2,1090,1755,19,15,1,2,25,15,12,25,54,100,16,15
100654,42,2,255,364,0,1,1,1,220,308,2,2,0,0,12,12,4,6,16,32,0,2
100654,43,2,250,357,0,1,1,1,217,302,2,2,0,0,10,11,4,6,16,32,0,2
100654,44,2,24,45,0,0,1,0,15,36,0,0,0,0,1,1,0,0,7,8,0,0
100654,45,2,226,312,0,1,0,1,202,266,2,2,0,0,9,10,4,6,9,24,0,2
100654,51,2,5,7,0,0,0,0,3,6,0,0,0,0,2,1,0,0,0,0,0,0
100654,59,2,22,32,0,0,0,0,18,24,0,0,0,0,2,6,2,0,0,2,0,0
100654,60,2,204,280,0,1,0,1,184,242,2,2,0,0,7,4,2,6,9,22,0,2
100663,1,1,9622,16705,18,49,660,955,1640,4004,441,739,3,6,5610,9540,332,605,173,263,745,544
100663,2,2,5991,9684,8,29,438,586,1182,2632,354,579,3,4,3440,5135,253,474,45,50,268,195
100663,3,2,5744,9328,8,28,424,574,1156,2538,347,562,3,4,3326,4962,248,457,43,44,189,159
100663,4,2,800,1423,1,4,76,148,148,322,56,107,1,0,458,729,38,78,8,13,14,22
100663,5,2,4944,7905,7,24,348,426,1008,2216,291,455,2,4,2868,4233,210,379,35,31,175,137
100663,11,2,247,356,0,1,14,12,26,94,7,17,0,0,114,173,5,17,2,6,79,36
100663,12,4,3631,7021,10,20,222,369,458,1372,87,160,0,2,2170,4405,79,131,128,213,477,349
100663,19,2,740,1150,1,5,18,20,150,359,52,72,0,0,479,615,24,55,3,7,13,17
100663,20,2,4204,6755,6,19,330,406,858,1857,239,383,2,4,2389,3618,186,324,32,24,162,120
100663,22,2,4221,6760,6,16,353,508,837,1676,262,434,3,1,2334,3594,194,346,33,31,199,154
100663,23,2,4182,6723,6,16,352,505,836,1675,262,433,3,1,2330,3589,194,345,33,30,166,129
100663,24,2,756,1387,1,4,73,146,140,313,55,105,1,0,429,707,36,77,8,13,13,22
100663,25,2,3426,5336,5,12,279,359,696,1362,207,328,2,1,1901,2882,158,268,25,17,153,107
100663,31,2,39,37,0,0,1,3,1,1,0,1,0,0,4,5,0,1,0,1,33,25
100663,39,2,463,668,1,3,13,14,104,194,35,40,0,0,283,363,13,39,3,5,11,10
100663,40,2,2963,4668,4,9,266,345,592,1168,172,288,2,1,1618,2519,145,229,22,12,142,97
100663,42,2,1770,2924,2,13,85,78,345,956,92,145,0,3,1106,1541,59,128,12,19,69,41
100663,43,2,1562,2605,2,12,72,69,320,863,85,129,0,3,996,1373,54,112,10,14,23,30
100663,44,2,44,36,0,0,3,2,8,9,1,2,0,0,29,22,2,1,0,0,1,0
100663,45,2,1518,2569,2,12,69,67,312,854,84,127,0,3,967,1351,52,111,10,14,22,30
100663,51,2,208,319,0,1,13,9,25,93,7,16,0,0,110,168,5,16,2,5,46,11
100663,59,2,277,482,0,2,5,6,46,165,17,32,0,0,196,252,11,16,0,2,2,7
100663,60,2,1241,2087,2,10,64,61,266,689,67,95,0,3,771,1099,41,95,10,12,20,23
100690,1,1,450,637,2,5,5,8,144,460,20,12,3,1,262,139,0,0,14,12,0,0
100690,2,2,123,250,0,1,0,0,54,198,7,4,0,0,56,43,0,0,6,4,0,0
100690,3,2,123,250,0,1,0,0,54,198,7,4,0,0,56,43,0,0,6,4,0,0
100690,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100690,5,2,123,249,0,1,0,0,54,197,7,4,0,0,56,43,0,0,6,4,0,0
100690,12,4,327,387,2,4,5,8,90,262,13,8,3,1,206,96,0,0,8,8,0,0
100690,19,2,110,210,0,1,0,0,47,167,6,3,0,0,52,35,0,0,5,4,0,0
100690,20,2,13,39,0,0,0,0,7,30,1,1,0,0,4,8,0,0,1,0,0,0
100690,22,2,68,162,0,1,0,0,33,127,5,3,0,0,27,30,0,0,3,1,0,0
100690,23,2,68,162,0,1,0,0,33,127,5,3,0,0,27,30,0,0,3,1,0,0
100690,25,2,68,162,0,1,0,0,33,127,5,3,0,0,27,30,0,0,3,1,0,0
100690,39,2,61,141,0,1,0,0,29,113,4,2,0,0,25,24,0,0,3,1,0,0
100690,40,2,7,21,0,0,0,0,4,14,1,1,0,0,2,6,0,0,0,0,0,0
100690,42,2,55,88,0,0,0,0,21,71,2,1,0,0,29,13,0,0,3,3,0,0
100690,43,2,55,88,0,0,0,0,21,71,2,1,0,0,29,13,0,0,3,3,0,0
100690,44,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100690,45,2,55,87,0,0,0,0,21,70,2,1,0,0,29,13,0,0,3,3,0,0
100690,59,2,49,69,0,0,0,0,18,54,2,1,0,0,27,11,0,0,2,3,0,0
100690,60,2,6,18,0,0,0,0,3,16,0,0,0,0,2,2,0,0,1,0,0,0
100706,1,1,6303,5015,43,47,233,188,442,642,339,251,14,5,4472,3231,203,197,287,327,270,127
100706,2,2,5168,3718,41,37,199,145,374,481,311,217,5,5,3771,2465,193,182,138,126,136,60
100706,3,2,4968,3528,38,36,176,128,355,447,301,210,4,5,3682,2368,188,178,121,99,103,57
100706,4,2,865,515,4,3,26,17,57,62,66,23,2,0,628,357,44,40,25,8,13,5
100706,5,2,4103,3013,34,33,150,111,298,385,235,187,2,5,3054,2011,144,138,96,91,90,52
100706,11,2,200,190,3,1,23,17,19,34,10,7,1,0,89,97,5,4,17,27,33,3
100706,12,4,1135,1297,2,10,34,43,68,161,28,34,9,0,701,766,10,15,149,201,134,67
100706,19,2,491,526,5,6,17,19,50,89,45,28,0,1,343,326,12,32,13,21,6,4
100706,20,2,3612,2487,29,27,133,92,248,296,190,159,2,4,2711,1685,132,106,83,70,84,48
100706,22,2,4115,2886,29,28,136,103,272,336,242,167,3,5,3057,1971,170,150,108,75,98,51
100706,23,2,4110,2879,28,28,136,103,272,335,242,166,3,5,3055,1966,170,150,108,75,96,51
100706,24,2,854,502,4,2,25,16,55,59,64,22,2,0,622,351,44,39,25,8,13,5
100706,25,2,3256,2377,24,26,111,87,217,276,178,144,1,5,2433,1615,126,111,83,67,83,46
100706,31,2,5,7,1,0,0,0,0,1,0,1,0,0,2,5,0,0,0,0,2,0
100706,39,2,353,378,5,4,10,11,33,62,34,21,0,1,244,240,10,24,11,14,6,1
100706,40,2,2903,1999,19,22,101,76,184,214,144,123,1,4,2189,1375,116,87,72,53,77,45
100706,42,2,1053,832,12,9,63,42,102,145,69,50,2,0,714,494,23,32,30,51,38,9
100706,43,2,858,649,10,8,40,25,83,112,59,44,1,0,627,402,18,28,13,24,7,6
100706,44,2,11,13,0,1,1,1,2,3,2,1,0,0,6,6,0,1,0,0,0,0
100706,45,2,847,636,10,7,39,24,81,109,57,43,1,0,621,396,18,27,13,24,7,6
100706,51,2,195,183,2,1,23,17,19,33,10,6,1,0,87,92,5,4,17,27,31,3
100706,59,2,138,148,0,2,7,8,17,27,11,7,0,0,99,86,2,8,2,7,0,3
100706,60,2,709,488,10,5,32,16,64,82,46,36,1,0,522,310,16,19,11,17,7,3
100724,1,1,1626,2852,2,7,9,4,1418,2592,28,29,6,2,73,125,27,34,24,33,39,26
100724,2,2,1444,2470,2,5,6,4,1302,2313,25,25,6,2,29,35,23,31,18,31,33,24
100724,3,2,1443,2470,2,5,6,4,1301,2313,25,25,6,2,29,35,23,31,18,31,33,24
100724,4,2,390,665,0,1,2,0,360,616,6,7,2,0,7,12,1,10,4,12,8,7
100724,5,2,1053,1805,2,4,4,4,941,1697,19,18,4,2,22,23,22,21,14,19,25,17
100724,11,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100724,12,4,182,382,0,2,3,0,116,279,3,4,0,0,44,90,4,3,6,2,6,2
100724,19,2,57,91,0,0,0,0,45,77,1,6,0,0,2,1,0,2,1,1,8,4
100724,20,2,996,1714,2,4,4,4,896,1620,18,12,4,2,20,22,22,19,13,18,17,13
100724,22,2,1233,2178,1,4,3,4,1121,2037,24,22,4,1,23,31,12,28,13,27,32,24
100724,23,2,1232,2178,1,4,3,4,1120,2037,24,22,4,1,23,31,12,28,13,27,32,24
100724,24,2,349,617,0,1,1,0,321,568,6,7,2,0,6,12,1,10,4,12,8,7
100724,25,2,883,1561,1,3,2,4,799,1469,18,15,2,1,17,19,11,18,9,15,24,17
100724,31,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100724,39,2,55,85,0,0,0,0,43,71,1,6,0,0,2,1,0,2,1,1,8,4
100724,40,2,828,1476,1,3,2,4,756,1398,17,9,2,1,15,18,11,16,8,14,16,13
100724,42,2,211,292,1,1,3,0,181,276,1,3,2,1,6,4,11,3,5,4,1,0
100724,43,2,211,292,1,1,3,0,181,276,1,3,2,1,6,4,11,3,5,4,1,0
100724,44,2,41,48,0,0,1,0,39,48,0,0,0,0,1,0,0,0,0,0,0,0
100724,45,2,170,244,1,1,2,0,142,228,1,3,2,1,5,4,11,3,5,4,1,0
100724,59,2,2,6,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0
100724,60,2,168,238,1,1,2,0,140,222,1,3,2,1,5,4,11,3,5,4,1,0
100751,1,1,17877,24115,50,95,264,347,1616,3213,812,1308,18,15,13405,17735,549,864,155,141,1008,397
100751,2,2,15146,19465,46,78,208,265,1371,2454,690,1095,16,10,11646,14612,484,745,101,86,584,120
100751,3,2,14647,18317,43,70,196,236,1305,2211,670,1051,16,10,11293,13842,466,713,92,83,566,101
100751,4,2,2821,3804,3,8,55,44,230,382,125,219,2,3,2260,2973,100,147,16,9,30,19
100751,5,2,11826,14513,40,62,141,192,1075,1829,545,832,14,7,9033,10869,366,566,76,74,536,82
100751,11,2,499,1148,3,8,12,29,66,243,20,44,0,0,353,770,18,32,9,3,18,19
100751,12,4,2731,4650,4,17,56,82,245,759,122,213,2,5,1759,3123,65,119,54,55,424,277
100751,19,2,735,960,4,6,9,13,97,158,51,83,1,0,527,650,17,38,12,6,17,6
100751,20,2,11091,13553,36,56,132,179,978,1671,494,749,13,7,8506,10219,349,528,64,68,519,76
100751,22,2,12822,15830,36,63,171,200,1073,1782,557,869,15,7,9984,12109,413,646,66,59,507,95
100751,23,2,12797,15812,36,62,171,200,1070,1781,557,869,15,7,9980,12106,412,645,65,59,491,83
100751,24,2,2793,3776,3,8,55,44,228,375,125,217,2,3,2239,2955,98,146,16,9,27,19
100751,25,2,10004,12036,33,54,116,156,842,1406,432,652,13,4,7741,9151,314,499,49,50,464,64
100751,31,2,25,18,0,1,0,0,3,1,0,0,0,0,4,3,1,1,1,0,16,12
100751,39,2,502,538,3,3,4,7,68,91,32,39,1,0,360,363,14,29,3,2,17,4
100751,40,2,9502,11498,30,51,112,149,774,1315,400,613,12,4,7381,8788,300,470,46,48,447,60
100751,42,2,2324,3635,10,15,37,65,298,672,133,226,1,3,1662,2503,71,99,35,27,77,25
100751,43,2,1850,2505,7,8,25,36,235,430,113,182,1,3,1313,1736,54,68,27,24,75,18
100751,44,2,28,28,0,0,0,0,2,7,0,2,0,0,21,18,2,1,0,0,3,0
100751,45,2,1822,2477,7,8,25,36,233,423,113,180,1,3,1292,1718,52,67,27,24,72,18
100751,51,2,474,1130,3,7,12,29,63,242,20,44,0,0,349,767,17,31,8,3,2,7
100751,59,2,233,422,1,3,5,6,29,67,19,44,0,0,167,287,3,9,9,4,0,2
100751,60,2,1589,2055,6,5,20,30,204,356,94,136,1,3,1125,1431,49,58,18,20,72,16
100760,1,1,818,1290,2,2,6,8,94,255,17,25,0,1,637,900,18,43,39,49,5,7
100760,2,2,818,1290,2,2,6,8,94,255,17,25,0,1,637,900,18,43,39,49,5,7
100760,3,2,488,802,2,2,3,4,73,189,8,18,0,0,379,547,10,29,9,7,4,6
100760,4,2,153,225,0,0,0,1,25,40,3,5,0,0,118,170,3,4,4,5,0,0
100760,5,2,335,577,2,2,3,3,48,149,5,13,0,0,261,377,7,25,5,2,4,6
100760,11,2,330,488,0,0,3,4,21,66,9,7,0,1,258,353,8,14,30,42,1,1
100760,19,2,43,93,0,0,1,0,6,35,1,3,0,0,32,51,1,3,2,0,0,1
100760,20,2,292,484,2,2,2,3,42,114,4,10,0,0,229,326,6,22,3,2,4,5
100760,22,2,290,336,0,2,2,3,34,70,4,6,0,0,235,238,6,9,8,3,1,5
100760,23,2,290,330,0,2,2,3,34,70,4,6,0,0,235,232,6,9,8,3,1,5
100760,24,2,108,153,0,0,0,1,12,26,2,3,0,0,87,118,3,3,4,2,0,0
100760,25,2,182,177,0,2,2,2,22,44,2,3,0,0,148,114,3,6,4,1,1,5
100760,31,2,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
100760,39,2,29,18,0,0,0,0,2,8,1,0,0,0,24,9,0,0,2,0,0,1
100760,40,2,153,159,0,2,2,2,20,36,1,3,0,0,124,105,3,6,2,1,1,4
100760,42,2,528,954,2,0,4,5,60,185,13,19,0,1,402,662,12,34,31,46,4,2
100760,43,2,198,472,2,0,1,1,39,119,4,12,0,0,144,315,4,20,1,4,3,1
100760,44,2,45,72,0,0,0,0,13,14,1,2,0,0,31,52,0,1,0,3,0,0
100760,45,2,153,400,2,0,1,1,26,105,3,10,0,0,113,263,4,19,1,1,3,1
100760,51,2,330,482,0,0,3,4,21,66,9,7,0,1,258,347,8,14,30,42,1,1
100760,59,2,14,75,0,0,1,0,4,27,0,3,0,0,8,42,1,3,0,0,0,0
100760,60,2,139,325,2,0,0,1,22,78,3,7,0,0,105,221,3,16,1,1,3,1
100812,1,1,1213,2579,11,37,9,13,157,426,43,105,1,2,931,1868,26,74,34,53,1,1
100812,2,2,1100,2421,9,37,8,13,124,363,38,100,1,2,863,1785,23,68,33,52,1,1
100812,3,2,1002,2318,7,33,7,13,112,342,35,98,1,2,787,1713,23,64,29,52,1,1
100812,5,2,1002,2318,7,33,7,13,112,342,35,98,1,2,787,1713,23,64,29,52,1,1
100812,11,2,98,103,2,4,1,0,12,21,3,2,0,0,76,72,0,4,4,0,0,0
100812,12,4,113,158,2,0,1,0,33,63,5,5,0,0,68,83,3,6,1,1,0,0
100812,19,2,290,696,3,8,1,1,32,82,13,33,0,0,220,538,13,24,8,10,0,0
100812,20,2,712,1622,4,25,6,12,80,260,22,65,1,2,567,1175,10,40,21,42,1,1
100812,22,2,422,1052,4,13,4,4,47,115,17,44,0,1,326,827,11,25,12,22,1,1
100812,23,2,421,1048,4,13,4,4,47,114,16,44,0,1,326,824,11,25,12,22,1,1
100812,25,2,421,1048,4,13,4,4,47,114,16,44,0,1,326,824,11,25,12,22,1,1
100812,31,2,1,4,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0
100812,39,2,149,393,2,2,1,0,17,33,7,19,0,0,110,319,7,13,5,7,0,0
100812,40,2,272,655,2,11,3,4,30,81,9,25,0,1,216,505,4,12,7,15,1,1
100812,42,2,678,1369,5,24,4,9,77,248,21,56,1,1,537,958,12,43,21,30,0,0
100812,43,2,581,1270,3,20,3,9,65,228,19,54,1,1,461,889,12,39,17,30,0,0
100812,45,2,581,1270,3,20,3,9,65,228,19,54,1,1,461,889,12,39,17,30,0,0
100812,51,2,97,99,2,4,1,0,12,20,2,2,0,0,76,69,0,4,4,0,0,0
100812,59,2,141,303,1,6,0,1,15,49,6,14,0,0,110,219,6,11,3,3,0,0
100812,60,2,440,967,2,14,3,8,50,179,13,40,1,1,351,670,6,28,14,27,0,0
100830,1,1,2103,4038,7,13,63,92,662,1962,27,49,1,3,1009,1610,64,125,35,53,235,131
100830,2,2,1698,3356,7,12,53,76,557,1667,21,39,1,2,849,1323,61,115,22,32,127,90
100830,3,2,1572,3122,7,11,50,69,525,1595,20,35,1,2,767,1187,58,111,17,26,127,86
100830,4,2,253,482,1,2,13,10,82,245,3,6,0,0,125,177,15,23,3,3,11,16
100830,5,2,1319,2640,6,9,37,59,443,1350,17,29,1,2,642,1010,43,88,14,23,116,70
100830,11,2,126,234,0,1,3,7,32,72,1,4,0,0,82,136,3,4,5,6,0,4
100830,12,4,405,682,0,1,10,16,105,295,6,10,0,1,160,287,3,10,13,21,108,41
100830,19,2,197,376,0,1,4,13,65,156,0,6,0,0,114,177,7,12,1,3,6,8
100830,20,2,1122,2264,6,8,33,46,378,1194,17,23,1,2,528,833,36,76,13,20,110,62
100830,22,2,1191,2434,7,10,41,46,411,1256,11,26,1,1,550,905,36,89,15,24,119,77
100830,23,2,1190,2433,7,10,41,46,410,1255,11,26,1,1,550,905,36,89,15,24,119,77
100830,24,2,224,455,1,2,12,9,74,237,3,6,0,0,109,163,11,22,3,3,11,13
100830,25,2,966,1978,6,8,29,37,336,1018,8,20,1,1,441,742,25,67,12,21,108,64
100830,31,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
100830,39,2,141,268,0,1,3,6,53,112,0,4,0,0,75,123,3,11,1,3,6,8
100830,40,2,825,1710,6,7,26,31,283,906,8,16,1,1,366,619,22,56,11,18,102,56
100830,42,2,507,922,0,2,12,30,146,411,10,13,0,1,299,418,25,26,7,8,8,13
100830,43,2,382,689,0,1,9,23,115,340,9,9,0,1,217,282,22,22,2,2,8,9
100830,44,2,29,27,0,0,1,1,8,8,0,0,0,0,16,14,4,1,0,0,0,3
100830,45,2,353,662,0,1,8,22,107,332,9,9,0,1,201,268,18,21,2,2,8,6
100830,51,2,125,233,0,1,3,7,31,71,1,4,0,0,82,136,3,4,5,6,0,4
100830,59,2,56,108,0,0,1,7,12,44,0,2,0,0,39,54,4,1,0,0,0,0
100830,60,2,297,554,0,1,7,15,95,288,9,7,0,1,162,214,14,20,2,2,8,6
100858,1,1,16801,16374,50,46,421,385,840,1004,615,605,9,12,12514,12977,405,387,79,49,1868,909
100858,2,2,13510,12547,41,34,339,277,640,634,493,448,8,7,10465,10396,354,323,53,31,1117,397
100858,3,2,13336,12491,41,34,338,274,638,634,491,446,8,7,10438,10377,354,322,53,31,975,366
100858,4,2,2148,2311,5,3,62,49,83,78,78,83,4,0,1818,2018,64,63,6,5,28,12
100858,5,2,11188,10180,36,31,276,225,555,556,413,363,4,7,8620,8359,290,259,47,26,947,354
100858,11,2,174,56,0,0,1,3,2,0,2,2,0,0,27,19,0,1,0,0,142,31
100858,12,4,3291,3827,9,12,82,108,200,370,122,157,1,5,2049,2581,51,64,26,18,751,512
100858,19,2,487,378,0,0,17,10,32,33,21,17,0,1,384,302,12,8,1,0,20,7
100858,20,2,10701,9802,36,31,259,215,523,523,392,346,4,6,8236,8057,278,251,46,26,927,347
100858,22,2,11806,11325,32,28,300,243,513,536,420,392,5,7,9180,9442,315,291,33,20,1008,366
100858,23,2,11725,11310,32,28,300,243,513,536,420,392,5,7,9179,9442,315,291,33,20,928,351
100858,24,2,2067,2250,5,3,61,47,79,77,74,79,3,0,1748,1965,63,62,6,5,28,12
100858,25,2,9658,9060,27,25,239,196,434,459,346,313,2,7,7431,7477,252,229,27,15,900,339
100858,31,2,81,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80,15
100858,39,2,431,348,0,0,14,7,29,33,19,15,0,1,339,278,9,7,1,0,20,7
100858,40,2,9227,8712,27,25,225,189,405,426,327,298,2,6,7092,7199,243,222,26,15,880,332
100858,42,2,1704,1222,9,6,39,34,127,98,73,56,3,0,1285,954,39,32,20,11,109,31
100858,43,2,1611,1181,9,6,38,31,125,98,71,54,3,0,1259,935,39,31,20,11,47,15
100858,44,2,81,61,0,0,1,2,4,1,4,4,1,0,70,53,1,1,0,0,0,0
100858,45,2,1530,1120,9,6,37,29,121,97,67,50,2,0,1189,882,38,30,20,11,47,15
100858,51,2,93,41,0,0,1,3,2,0,2,2,0,0,26,19,0,1,0,0,62,16
100858,59,2,56,30,0,0,3,3,3,0,2,2,0,0,45,24,3,1,0,0,0,0
100858,60,2,1474,1090,9,6,34,26,118,97,65,48,2,0,1144,858,35,29,20,11,47,15
100937,1,1,562,630,3,1,11,16,73,98,29,25,0,0,433,472,3,7,3,0,7,11
100937,2,2,562,630,3,1,11,16,73,98,29,25,0,0,433,472,3,7,3,0,7,11
100937,3,2,552,626,3,1,11,14,73,98,29,25,0,0,423,470,3,7,3,0,7,11
100937,4,2,134,127,0,0,4,2,21,26,9,12,0,0,98,82,1,3,0,0,1,2
100937,5,2,418,499,3,1,7,12,52,72,20,13,0,0,325,388,2,4,3,0,6,9
100937,11,2,10,4,0,0,0,2,0,0,0,0,0,0,10,2,0,0,0,0,0,0
100937,19,2,29,30,0,0,0,0,4,4,6,2,0,0,17,24,0,0,2,0,0,0
100937,20,2,389,469,3,1,7,12,48,68,14,11,0,0,308,364,2,4,1,0,6,9
100937,22,2,551,625,3,1,9,14,73,98,29,25,0,0,424,469,3,7,3,0,7,11
100937,23,2,544,624,3,1,9,14,73,98,29,25,0,0,417,468,3,7,3,0,7,11
100937,24,2,134,127,0,0,4,2,21,26,9,12,0,0,98,82,1,3,0,0,1,2
100937,25,2,410,497,3,1,5,12,52,72,20,13,0,0,319,386,2,4,3,0,6,9
100937,31,2,7,1,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0
100937,39,2,29,30,0,0,0,0,4,4,6,2,0,0,17,24,0,0,2,0,0,0
100937,40,2,381,467,3,1,5,12,48,68,14,11,0,0,302,362,2,4,1,0,6,9
100937,42,2,11,5,0,0,2,2,0,0,0,0,0,0,9,3,0,0,0,0,0,0
100937,43,2,8,2,0,0,2,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0
100937,45,2,8,2,0,0,2,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0
100937,51,2,3,3,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0
100937,60,2,8,2,0,0,2,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0
101028,1,1,619,1279,2,2,6,12,232,573,46,75,0,1,259,481,30,69,42,63,2,3
101028,2,2,619,1279,2,2,6,12,232,573,46,75,0,1,259,481,30,69,42,63,2,3
101028,3,2,506,1066,1,0,6,11,200,481,36,60,0,1,199,401,27,61,35,48,2,3
101028,4,2,148,219,0,0,4,0,57,87,9,9,0,1,49,82,6,18,22,22,1,0
101028,5,2,358,847,1,0,2,11,143,394,27,51,0,0,150,319,21,43,13,26,1,3
101028,11,2,113,213,1,2,0,1,32,92,10,15,0,0,60,80,3,8,7,15,0,0
101028,19,2,66,165,0,0,0,3,29,84,8,7,0,0,21,50,2,8,6,13,0,0
101028,20,2,292,682,1,0,2,8,114,310,19,44,0,0,129,269,19,35,7,13,1,3
101028,22,2,270,436,0,0,3,3,94,191,25,22,0,1,107,168,14,27,26,23,1,1
101028,23,2,267,430,0,0,3,3,94,188,23,22,0,1,106,165,14,27,26,23,1,1
101028,24,2,96,140,0,0,2,0,32,52,9,6,0,1,31,55,4,12,17,14,1,0
101028,25,2,171,290,0,0,1,3,62,136,14,16,0,0,75,110,10,15,9,9,0,1
101028,31,2,3,6,0,0,0,0,0,3,2,0,0,0,1,3,0,0,0,0,0,0
101028,39,2,28,46,0,0,0,1,12,23,3,1,0,0,8,14,0,3,5,4,0,0
101028,40,2,143,244,0,0,1,2,50,113,11,15,0,0,67,96,10,12,4,5,0,1
101028,42,2,349,843,2,2,3,9,138,382,21,53,0,0,152,313,16,42,16,40,1,2
101028,43,2,239,636,1,0,3,8,106,293,13,38,0,0,93,236,13,34,9,25,1,2
101028,44,2,52,79,0,0,2,0,25,35,0,3,0,0,18,27,2,6,5,8,0,0
101028,45,2,187,557,1,0,1,8,81,258,13,35,0,0,75,209,11,28,4,17,1,2
101028,51,2,110,207,1,2,0,1,32,89,8,15,0,0,59,77,3,8,7,15,0,0
101028,59,2,38,119,0,0,0,2,17,61,5,6,0,0,13,36,2,5,1,9,0,0
101028,60,2,149,438,1,0,1,6,64,197,8,29,0,0,62,173,9,23,3,8,1,2
101116,1,1,118,486,0,1,2,3,61,346,1,11,1,1,37,114,0,1,16,8,0,1
101116,2,2,91,421,0,1,2,2,40,297,1,7,1,1,31,105,0,1,16,6,0,1
101116,3,2,77,416,0,1,2,2,40,296,1,7,1,1,31,104,0,1,2,3,0,1
101116,4,2,4,27,0,0,0,0,4,18,0,3,0,0,0,5,0,1,0,0,0,0
101116,5,2,73,389,0,1,2,2,36,278,1,4,1,1,31,99,0,0,2,3,0,1
101116,11,2,14,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14,3,0,0
101116,12,4,27,65,0,0,0,1,21,49,0,4,0,0,6,9,0,0,0,2,0,0
101116,19,2,22,110,0,0,0,2,11,79,0,1,0,0,10,25,0,0,1,2,0,1
101116,20,2,51,279,0,1,2,0,25,199,1,3,1,1,21,74,0,0,1,1,0,0
101116,22,2,43,241,0,0,2,2,16,165,1,5,1,0,22,66,0,1,1,1,0,1
101116,23,2,43,240,0,0,2,2,16,165,1,5,1,0,22,65,0,1,1,1,0,1
101116,24,2,1,10,0,0,0,0,1,8,0,1,0,0,0,0,0,1,0,0,0,0
101116,25,2,42,230,0,0,2,2,15,157,1,4,1,0,22,65,0,0,1,1,0,1
101116,31,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
101116,39,2,8,46,0,0,0,2,4,33,0,1,0,0,3,9,0,0,1,0,0,1
101116,40,2,34,184,0,0,2,0,11,124,1,3,1,0,19,56,0,0,0,1,0,0
101116,42,2,48,180,0,1,0,0,24,132,0,2,0,1,9,39,0,0,15,5,0,0
101116,43,2,34,176,0,1,0,0,24,131,0,2,0,1,9,39,0,0,1,2,0,0
101116,44,2,3,17,0,0,0,0,3,10,0,2,0,0,0,5,0,0,0,0,0,0
101116,45,2,31,159,0,1,0,0,21,121,0,0,0,1,9,34,0,0,1,2,0,0
101116,51,2,14,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,3,0,0
101116,59,2,14,64,0,0,0,0,7,46,0,0,0,0,7,16,0,0,0,2,0,0
101116,60,2,17,95,0,1,0,0,14,75,0,0,0,1,2,18,0,0,1,0,0,0
